URL,Comment
https://www.healthcare.gov/help/,There is nothing on the page I was directed to to cancel my plan. It's like I have to have a completed application for 2017 which I am hesitant to do since I don't want it to go through. but I cant cancel the plan.
https://www.healthcare.gov/help/,"Make things actually work when we follow the directions on this page! Three days ago I uploaded my driver's license & an ID. I got a message saying they went through. But today, when I checked the status of my application I had to run all the way through the whole thing again, upload ID's again, etc. I have no idea what happened to my info/ID's, if my app is really in the system or what my status is."
https://www.healthcare.gov/help/,You might show the premiums when you show the plan profile. I got a bill that seems wrong but your site doesn't even say. Amazing. Now I'l have to call you
https://www.healthcare.gov/help/,"You want me to update my application but you make it so I can't find the application to update. Calling on the phone is a joke. your letter that you sent wasn't very specific.
"
https://www.healthcare.gov/help/,Provide a button to PAY. I picked a plan. I need to pay. I cannot figure out how to do so! This SHOULD be EASY!
https://www.healthcare.gov/help/,I have been given an exempt number from the woman that I talked with on the phone.  Only I don't seem to be able to find the paperwork on it so I can turn it into the clinic. I tried email but it didn't work.  So Yes I need information not on how to get an exempt number but on how to get the paperwork on one created via phone.
https://www.healthcare.gov/help/,I want to see the plan I selected. There are options to change or cancel plans but what about viewing what you had selected?
https://www.healthcare.gov/help/,"How to fucking pay your bill!
"
https://www.healthcare.gov/help/,"when I click ""Wisconsin"" it takes me to a blank page & I cannot continue."
https://www.healthcare.gov/help/,My father has been trying to cancel auto pay for a month! The agents keep telling him he can do it from his profile but there is no option to set up or remove auto pay. Auto pay was fine when it was $20 but now it is $180+. He needs to be able to plan the payments without it auto drafting! There needs to be info on how to do this here!
https://www.healthcare.gov/help/,No information or redirect. YOU need to learn how to set up a website better! No wonder people don't get shitty health insurance here ffs
https://www.healthcare.gov/help/,"include ""how to change tax credit usage"""
https://www.healthcare.gov/help/,It says i need to resubmit my application and both numbers given do not work and this help center gives me no help at all.
https://www.healthcare.gov/help/,"Downloading 1095-A is difficult. If the form is not available with the login, the screen should say so prominately."
https://www.healthcare.gov/help/,Once i submit the application i am unable to enroll in a plan. Its very frustrating!! I can never get to the area that lets me pick a plan once i'm logged on. I've been trying for days :(
https://www.healthcare.gov/help/,make a link to exemption forms
https://www.healthcare.gov/help/,It is so difficult to find the link to pay a premium.
https://www.healthcare.gov/help/,It would be great to have live chat.
https://www.healthcare.gov/help/,"i have logged in. I have provided all of the necessary information. WHY AM I STILL TRYING TO PAY FOR HEALTH INSURANCE?? please, help me help YOU. TAKE MY MONEY SO I AM NOT PENALIZED FOR NOT HAVING INSURANCE!!"
https://www.healthcare.gov/help/,"As a doctor myself I have been extremely frustrated by the incomprehensible webpages.   The user is invited to change plans, but if you check that option, you cant do it, you have to check profile.   If you check your plan under your profile in order to change income data, you are led through demographics, told to sign, and you have applied for new insurance maybe cancelled your insurance by mistake, with no option to change income.  I may have lost my insurance trying to stop my subsidy! PBurke"
https://www.healthcare.gov/help/add-other-income/,Address expected HSA contributions which reduce income.
https://www.healthcare.gov/help/add-other-income/,Please specify if you mean income for the current year (2016) or expected income for the year being applied for (2017).
https://www.healthcare.gov/help/add-other-income/,"Do private (premiums paid with after-tax dollars) disability insurance benefits count as income, since they are not subject to income tax?"
https://www.healthcare.gov/help/add-other-income/,"I have a 17 year old dependent with a part time job. Why is the application asking me about his income?  He uses that money for gas, entertainment etc and does not contribute income to the household.  Does the app really want children' income amounts?"
https://www.healthcare.gov/help/add-other-income/,"My child, a full time college student, may get a job next may 2017 upon graduation.  So it is hard for me to predict income.  Do i just give my actual income now and then have this adjust out in taxes IF she still lives with me then and has a job?  Addressing this would help.  Thank you."
https://www.healthcare.gov/help/add-other-income/,I do a lot of one-time only jobs.  I'm not clear when I enter my income information over what past period I should enter for.  The current calendar year so far?  The past month? The past week? Today? I'm defaulting to the sum total of income I've gotten for the calendar year.
https://www.healthcare.gov/help/add-other-income/,I think this page should explain how to report your income versus 2017.  Do you still report current income or the income you will be making in January?
https://www.healthcare.gov/help/add-other-income/,"I do not understand which period of time I am being asked if I made an income. I left my job early in this year and I do not know if this is asking me about my current situation, or my situation from an annual perspective, or my expected(2017) situation."
https://www.healthcare.gov/help/add-other-income/,"Please clarify if the application is asking for income from the current year (2016) or the application year (2017). I've just changed jobs this week, and am not sure how to enter income, or balance the amounts for a mid-year change."
https://www.healthcare.gov/help/add-other-income/,"I am not sure how to answer this question still because I do substituting as a teacher.  So, I do not work during summer and I have so far not worked this new school year in the fall of 2016. So at this time I have no income, but when I put my last years taxes in it shows a year/mo. income total at the end.  What do I do? I may not work this first semester of school Aug-Dec of 2016"
https://www.healthcare.gov/help/add-other-income/,"An explanation of why the rate estimator asks for your MAGI when the application doesn't ask for your prior year AGI and (more importantly) an explanation of how the marketplace calculates your ""MAGI"" if I'm not entering income based on tax returns."
https://www.healthcare.gov/help/add-other-income/,"My income is actually my spouse's income.  None of it is in my name.  It is 'household' income.  Not clear if his income is the same as mine, which is zero at this point."
https://www.healthcare.gov/help/add-other-income/,"If you have been displaced from your job and get severance pay it does not tell you where or how to place this info into this ""income"" section and if it was stopped or continued.  very confusing"
https://www.healthcare.gov/help/add-other-income/,indicate if a 401k distribution is income - is it retirement ?
https://www.healthcare.gov/help/add-other-income/,I'd like to know how I can get back into my application so I can review and possibly edit income information that had been entered. I can't find that answer
https://www.healthcare.gov/help/add-other-income/,"If a divorce is settled/pending,  although not yet signed by both parties or the judge...not sure about how to answer living and or income questions as they will be changing within the next month."
https://www.healthcare.gov/help/add-other-income/,I have a unique situation in which I had five jobs in 2016 at different times.  How am I supposed to fill this information out in the application?  It seems like the page isn't designed for situations like mine.
https://www.healthcare.gov/help/add-other-income/,"Tell people what lines to look at on their tax return. Better yet, just make a link to the IRS so they give you all the info. My self-employment had a loss of 7,000. When I input this your form says I make -49,000 a year."
https://www.healthcare.gov/help/add-other-income/,Tell us how we enter money taken from savings when our income is not sufficient for us to live on.
https://www.healthcare.gov/help/add-other-income/,Please include information about the Alaska Permanent Fund Dividend.
https://www.healthcare.gov/help/add-other-income/,"for income, it should be clearly stated for what year the person needs to report. Is it the income from 2016 or what is expected in 2017?"
https://www.healthcare.gov/help/add-other-income/,Is this 2016 income or estimated 2017 income?
https://www.healthcare.gov/help/add-other-income/,explain how to remove someone in the household who is not a dependent and will be applying on their own.
https://www.healthcare.gov/help/add-other-income/,"It is impossible to calculate self-employment income using your wording ""net income"".  What do you mean???!!!  Just tell us what line on our previous tax return to reference and use the same language as the IRS!  ""Adjusted gross income"" Line 37 or ""Taxable Income"" Line 43 or ""Total Income"" Line 22.  This is sooo frustrating to try and figure out every year!!!"
https://www.healthcare.gov/help/add-other-income/,What to answer if a person is not currently working but will have a job in 2017?
https://www.healthcare.gov/help/add-other-income/,"It is strange you ask for the current month income and use it to determine 2017 eligibility.  You also ask for 2017 income estimate, but you did not use it.  It causes great confusion.  Should you use 2017 estimate to determine eligibility?"
https://www.healthcare.gov/help/add-other-income/,over how to handle disability payments.  I think ss disability should be income but what about disability insurance payments or other insurance payments such as accident and health?
https://www.healthcare.gov/help/add-other-income/,Explain how to proceed when you have wages for a portion of the year and retirement pension for the other portion.
https://www.healthcare.gov/help/add-other-income/,It's not clear how to to enter income for someone who works as a seasonal worker or temp agency employee - where hours vary significantly throughout the year.
https://www.healthcare.gov/help/add-other-income/,"Say that ""income"" includes both to you and your spouse (to everyone in your family), even though only you get Obamacare. For example, I have to include my husband's social security benefit, even though he is on Medicare and doesn't use Obamacare."
https://www.healthcare.gov/help/add-other-income/,It needs to be clear as to what time frame you are asking us to report about when it comes to income.
https://www.healthcare.gov/help/add-other-income/,"I don't know what year I should enter my income for. I am between jobs and I have an idea of what I will make next year, but it is much different than what I will make this year. I am not sure if I should enter my income for this past year (2016) or my prediction for next year (2017)"
https://www.healthcare.gov/help/add-other-income/,Does this page refer to current income or income as reflected on 2015 tax returns (which was considerably higher).
https://www.healthcare.gov/help/add-other-income/,"I have just been forced to retire in August and I have gotten insurance for the past 3 months.  Now I'm told it is Open Enrollment.  However, I have been going through a long Divorce since November 2014 and it is not settled yet, because my wife won't agree to anything.  So I have a retirement annuity that I am not allowed to access nor do I know how much I will get until the Divorce is settled.  I don't know how to fill out my Income section of these forms."
https://www.healthcare.gov/help/add-other-income/,What to do when your place of employment has changed during the year.  There is no place or option for noting that.
https://www.healthcare.gov/help/add-other-income/,Does money from a scholarship that pays for room and board count as taxable income and is it included as income?
https://www.healthcare.gov/help/add-other-income/,Do you claim income for Maintenance and Care from the Jones Act (Maritime income) due to incident that happened while on an offshore rig?
https://www.healthcare.gov/help/add-other-income/,"I do not see anything about disability benefits. I assume this falls under ""other income,"" but it would be helpful to see that specifically listed."
https://www.healthcare.gov/help/add-other-income/,I would like to know why I must enter earnings information for someone who  is no longer in my care or household
https://www.healthcare.gov/help/add-other-income/,The question is will Michele Layne get income from any of these sources.  Well I don't but my husband does get SS and a pension etc.  the question should be what joint income does Michele Layne and her spouse have?  Household income.
https://www.healthcare.gov/help/add-other-income/,"Put an option for people that are going to get SS next year.
Not just the ones that are getting it already."
https://www.healthcare.gov/help/add-other-income/,"I work a seasonal job.  School bus driver, I am only employed WHILE school is in session.  My monthly income is not accurate , at least not for entire year.  There are other fields similar i.e. horticulture, painter, school teacher/janitor"
https://www.healthcare.gov/help/add-other-income/,What if I receive social security next year for the first time but dont have it presently ?
https://www.healthcare.gov/help/add-other-income/,"For people who are self-employed, it is difficult to understand what is ""Net Income"" because those two words do not appear on Form 1040. Please be more specific, use language directly from the Form 1040 so people know how to identify ""Net Income"" - you could reference a specific line on the Form 1040.  For example, line 22 is total income - but line 37 is Adjusted Gross Income, and line 43 is Taxable Income - which is correct when you ask for ""Net Income?"""
https://www.healthcare.gov/help/add-other-income/,Please consider posting information detailing how I am supposed to register income if I have had multiple jobs throughout the year.
https://www.healthcare.gov/help/add-other-income/,"Yes, you can tell us whether we are entering next year's income or this year's income."
https://www.healthcare.gov/help/add-other-income/,Am I entering in my present income OR should I estimate income for the coming year when this insurance takes effect??
https://www.healthcare.gov/help/add-other-income/,Am I listing income for the past year or the coming year? I had unemployment but I don't now.
https://www.healthcare.gov/help/add-other-income/,I can't figure out which category an annuity fits into.
https://www.healthcare.gov/help/add-other-income/,Need to be able to easily return to form.
https://www.healthcare.gov/help/add-other-income/,"Does not anwser the question of federal work studies, if they count and neede to be listed in my income."
https://www.healthcare.gov/help/add-other-income/,"I'm getting SSDI and it,s not on the list.Easier if it were there."
https://www.healthcare.gov/help/add-other-income/,There should be info for those that are recently unemployed and are not receiving unemployment.
https://www.healthcare.gov/help/add-other-income/,"Under the Social Security income part, it says, ""don't include Supplemental Security Income (SSI), but you don't ""explain"" what this means."
https://www.healthcare.gov/help/add-other-income/,"How do you correct something on an application that is marked ""complete"" but before you selected a plan? I tried deleting the application, but despite telling me I was successful, it was not deleted.
"
https://www.healthcare.gov/help/add-other-income/,There is no area for how to add Child Support income.
https://www.healthcare.gov/help/add-other-income/,I receive non taxable private disability.  It is not addressed.
https://www.healthcare.gov/help/add-other-income/,Address the issue of being a spouse(wife) who does not work but needs to count her husbands income because they filed a joint return. Husband is not applying for health insurance so wife is the only on applying on the application.
https://www.healthcare.gov/help/add-other-income/,"all this time you ask for my husband's info even though he is on Medicare.  Now you ask if I get any income.  Well I do, but its from his pension and his social security.  How do I put that in?

"
https://www.healthcare.gov/help/add-other-income/,I receive a Soc Sec enefit payment for my youngest son.  I do not understand if I list it as my income or as his.
https://www.healthcare.gov/help/add-other-income/,Need to indicate time period for income? is this as of January to today? or expected through end of year?  I have some jobs I only work as needed? One job I worked 2 months
https://www.healthcare.gov/help/add-other-income/,Specify whether we are talking about 2016 or 2017
https://www.healthcare.gov/help/add-other-income/,state if income is for this year or starting next year
https://www.healthcare.gov/help/add-other-income/,"What is a ""HOMemaker"" supposed to check?"
https://www.healthcare.gov/help/add-other-income/,"I work for a daily rate, but inconsistently (I am a substitute teacher). There is no accurate way for me to enter this information."
https://www.healthcare.gov/help/add-other-income/,The page can be improved by inserting a paragraph on cases where an applicant worked part of the year but is not currently employed yet is not getting any unemployment benefit.
https://www.healthcare.gov/help/add-other-income/,Is there an option for Disability pay from UNUM through employer? Where would that go ?
https://www.healthcare.gov/help/add-other-income/,Is this page asking for 2016 or 2017 projected income?
https://www.healthcare.gov/help/add-other-income/,"If a person receives income from an annuity, I think that should be identified as a separate source of income."
https://www.healthcare.gov/help/add-other-income/,401k is that retirement income? Answer not here. Same ? For IRA?
https://www.healthcare.gov/help/add-other-income/,"How is an inheritance claimed here.
I know an Inheritance has to be reported to the IRS but how do I claim it here? Or does it go under Income you don't need to report."
https://www.healthcare.gov/help/add-other-income/,"What if I had one job with no employer insurance and I quit that job, then got another job WITH employer insurance?  Do I include the old job even though I quit before the end of the year?"
https://www.healthcare.gov/help/add-other-income/,page will not move forward after entering income verifcation
https://www.healthcare.gov/help/add-other-income/,"I missed that Worker's compensation should not be reported because I saw it combined with ""or injury damage awards.""  I thought it meant a single payment one might get awarded after an injury was deemed disabling.  It should be clear that regular payments in lieu of wages should not be reported.  I counted that as ""income."""
https://www.healthcare.gov/help/add-other-income/,I removed James Mathis as a dependent but it keeps asking me for his income.
https://www.healthcare.gov/help/add-other-income/,"Tell me which line on the 1040 form I should be using for income.  Is it line 37, Adjusted Gross Income? or line 43, taxable income?"
https://www.healthcare.gov/help/add-other-income/,"Discuss what to do if you have 2 sources of income, work part time AND are receiving SS retirement benefits."
https://www.healthcare.gov/help/add-other-income/,provide information for entering income when applying for few months and not full year.  call center not able to help at all.
https://www.healthcare.gov/help/add-other-income/,"Does not ask about household income, my income is my husband's income."
https://www.healthcare.gov/help/add-other-income/,"This feedback is regarding the healthcare.gov application section on income and the help on this page.  If the applicant is unsure what their income will be, it is unclear at what point in the application the applicant is to guess their income level.  On the application, there is a box to fill in a dollar amount or a box to check that says ""I don't know"" -- does one guess here or select 'I don't know' and then enter their estimate in later options?  Or enter their estimate in both places?"
https://www.healthcare.gov/help/add-other-income/,The page doesn't address IRAs. I'll assume that investment income that is earned in an IRA and is reinvested in the IRA will not be listed as income on this application. It would be better if you addressed the issue on this page.
https://www.healthcare.gov/help/add-other-income/,too long
https://www.healthcare.gov/help/add-other-income/,Your questions regarding income does not specify the calendar year for which the information is asked
https://www.healthcare.gov/help/add-other-income/,"I assume that withdrawing money from my traditional IRA is considered income.
I do not see what 'box' or where to enter it.
IRA withdrawals are not mentioned that I can find.
I'm sure that many with IRA's have the same problem."
https://www.healthcare.gov/help/add-other-income/,very helpful info
https://www.healthcare.gov/help/add-other-income/,"What if you have No income at all because of a stroke.  Unable to work.
"
https://www.healthcare.gov/help/add-other-income/,You have done an excellent job with this site. i would like to give one suggestion. I have not been able to find a way to update an existing application. Last night I received a call to ask me to update proof of income. It would be great to be able to find a link on this page to send me directly to that part of my application so that I can easily update it. Thanks
https://www.healthcare.gov/help/add-other-income/,"I information given is very clear and helpful.

There should be a back page options. I am afraid I might have to start over."
https://www.healthcare.gov/help/add-other-income/,"If the income I'm reporting is a one-time withdrawal from my IRA account, how do I report it? It doesn't fit any of the choices as far as I can tell. I used other, but there's no where to explain."
https://www.healthcare.gov/help/add-other-income/,I occasionally get a bonus. I also don't work EVERY week. This alters my monthly amount & makes it look like I make the same every month.You should add something about bonuses on the page.
https://www.healthcare.gov/help/add-other-income/,"We need to know if we need to report income from a retirement disability which is non taxable, we file a 1099R form with our taxes."
https://www.healthcare.gov/help/add-other-income/,"What happens if you have a change in income during the year, like you are laid off?"
https://www.healthcare.gov/help/add-other-income/,"When asking income questions, specify if it is actual (prior year) or projected income."
https://www.healthcare.gov/help/add-other-income/,Part time work. It is hard to tally as opposed to full time.
https://www.healthcare.gov/help/add-other-income/,How do we remove someone from this application?  Coretta need to be removed.
https://www.healthcare.gov/help/add-other-income/,It doesn't say what to do if you lose your job before the end of the year.
https://www.healthcare.gov/help/add-other-income/,"Need to have an ending date of employment, because I had 3 different jobs at different times but its calculating earnings 10 times the amount that I actually earned."
https://www.healthcare.gov/help/add-other-income/,address people who are in school on student loans - i am in PA school at OU Med and I live on student loans for now - i am inputting no income but would feel better if i could at least explain why.
https://www.healthcare.gov/help/add-other-income/,Explain why our dependents income must be reported when they are not applying for coverage.
https://www.healthcare.gov/help/add-other-income/,no way
https://www.healthcare.gov/help/add-other-income/,As I fill this out I am unemployed. I worked during 2016 and I expect to work during 2017. How do I answer the income question?
https://www.healthcare.gov/help/add-other-income/,Need information about what to do if you lost or quit your job before the year end.
https://www.healthcare.gov/help/add-other-income/,Is inheritance income gain?
https://www.healthcare.gov/help/add-other-income/,It is not clear to me whether I am supposed to only include my income or if I am also supposed to include my husbands income. We are Married Filing Jointly but he has insurance through his employer and they do not cover me.
https://www.healthcare.gov/help/add-other-income/,"On some of these forms of income, all you can do is take a wild guess!"
https://www.healthcare.gov/help/add-other-income/,"Provide an option for those people between jobs who will not be eligible for coverage at the start of the year and must wait to be eligible for coverage, and also not currently employed but are applying."
https://www.healthcare.gov/help/add-other-income/,"There is no accommodation for PRN income. I work PRN or ""as needed"". It changes day to week to week to month to year and is unpredictable. This is a Temp position often in medical professions. No guarantee of work. No Benefits. Taxes are taken out."
https://www.healthcare.gov/help/add-other-income/,Need to add internship employment
https://www.healthcare.gov/help/add-other-income/,Specify how to inform income for those individuals who are recently severed from a regular job and who have received a 'final' paycheck recently but do not have a foreseeable source of regular income in the near future.
https://www.healthcare.gov/help/add-other-income/,Seasonal work information
https://www.healthcare.gov/help/add-other-income/,It is not clear If the income information is for the year that coverage is applied or the previous year.
https://www.healthcare.gov/help/add-other-income/,Where do I enter amount of income?
https://www.healthcare.gov/help/add-other-income/,Next year's income nearly impossible to predict with any certainty.  I will have to simply extrapolate. Wife's income will be first full year in a new occupation.
https://www.healthcare.gov/help/add-other-income/,"How about income from Tribal Renevnue Plan
"
https://www.healthcare.gov/help/add-other-income/,"I receive court ordered rental assistance from my ex husband but there was no clear choice of how to claim that money. I put it under other, but the website doesn't include that as income received..."
https://www.healthcare.gov/help/add-other-income/,"What period of income am I reporting? Is this income information based on my current earnings, or my anticipated earnings?"
https://www.healthcare.gov/help/add-other-income/,What about Long Term Disability and Short Term Disability from your past job. Should this be counted?
https://www.healthcare.gov/help/add-other-income/,"Include info. about SNAP benefits.  They are crucial to me, and I don't want to minimize their importance to my survival, but you don't mention whether I need to count food benefits as income.  Otherwise, very helpful and clear."
https://www.healthcare.gov/help/add-other-income/,need an exit or continue button to click on.
https://www.healthcare.gov/help/add-other-income/,I was fired from my job. I hope to get a new job. How do I handle that?
https://www.healthcare.gov/help/add-other-income/,What about a Dependent child's income?
https://www.healthcare.gov/help/add-other-income/,Further explain why a work study job income needs to be reported. Why?
https://www.healthcare.gov/help/add-other-income/,What to put if you are unemployed!
https://www.healthcare.gov/help/add-other-income/,Specify how to enter SSDI benefits as income. This application and site are clear as muddy water! Also include instructions for individuals who have been turned down for Medicaid in their state.
https://www.healthcare.gov/help/add-other-income/,What if you just lost your job? What is my income?
https://www.healthcare.gov/help/add-other-income/,"Please add information on this income information page about EBT/SNAP/food stamps, Section 8 housing, etc, Thank you. I had to call the Marketplace back. Then the operator who answered could NOT hear me. I had to call back again. Your mechanized system cannot hear me at all. Arrrrrrrrgh. I'm beginning to get frustrated.--Lynn Bemer Coble"
https://www.healthcare.gov/help/add-other-income/,"If your husband receives Social Security payment and you children get a check also. Do you put that as income under there name,

Ex. My husband get SS disability check of $1314.00 a month and I have two children that also get a check of $391 each a month. Do you include the children's money under there name as income?"
https://www.healthcare.gov/help/add-other-income/,You don't give any guidance of what to do if a person is currently unemployed but anticipates being employed at some point during the year.  It is hard to estimate income under those circumstances and there is no category for it either.
https://www.healthcare.gov/help/agreement-statements/,"I don't want to enroll in Medicaid.  Is this a Medicaid application?  Hopefully, things will get better in the next five years.
"
https://www.healthcare.gov/help/agreement-statements/,"Since I do not have children, it would be more accurate to have a ""does not apply to me"" option for the child support question."
https://www.healthcare.gov/help/agreement-statements/,"If you are a single parent, how are you to reply to the attestation about cooperation with a parent outside the home?"
https://www.healthcare.gov/help/agreement-statements/,restating the statement over does not explain anything.  i am wondering why there is a question about an absent parent when I am stating my child is not to be considered.
https://www.healthcare.gov/help/agreement-statements/,Please clarify if I am giving consent to be re-enrolled or not by allowing the Marketplace to obtain my financial information for 5 years. I would not like to be re-enrolled automatically.
https://www.healthcare.gov/help/agreement-statements/,What if I don't want Medicaid and just want regular insurance?  This sounds like I agree to be enrolled in medicaid.
https://www.healthcare.gov/help/agreement-statements/,this was very helpful thank you so much for explaining
https://www.healthcare.gov/help/agreement-statements/,Do you give permission to review your Tax data **Unclear** if Tax data from future (or prior years??) Pls clarify/ update
https://www.healthcare.gov/help/agreement-statements/,In the detained or jailed section please provide information on what to select if the child is a minor in a group home or foster facility for youth.
https://www.healthcare.gov/help/agreement-statements/,"When I ask ""opt out,"" I want to you how I can opt out of applying for healthcare through the marketplace.  I was automatically enrolled (before December 15) and wanted to cancel that enrollment"
https://www.healthcare.gov/help/agreement-statements/,"Need to add ""Does Not Apply"" option.   These questions are confusing if it does not pertain to the applicant."
https://www.healthcare.gov/help/agreement-statements/,How should I answer the question about child coverage if I never had a child?
https://www.healthcare.gov/help/agreement-statements/,"The first time you use the word ""Marketplace"" there should be a definition or explanation."
https://www.healthcare.gov/help/agreement-statements/,first statement has Medicare seeking payment from spouse or parent?  That needs to be explained better.
https://www.healthcare.gov/help/agreement-statements/,Actually this page is good.  It cleared up some questions I had about the actual statements.
https://www.healthcare.gov/help/agreement-statements/,"I still don't understand ""To make it easier to determine my eligibility...."" even though I've read it multiple times. Could you give an example? Especially and example that would clarify how not allowing access might impact eligibility. Thanks!"
https://www.healthcare.gov/help/agreement-statements/,"I'm also giving the Medicaid agency rights to pursue and get medical support from a spouse or parent.

No explanation given to this part? Your answer only covers the 1st part of the question."
https://www.healthcare.gov/help/agreement-statements/,"The information on the first attestation sounds incomplete. It does not describe what it means to possibly ""pursue medical support"" from a spouse or parent. I am an adult and don't want my mother to be liable for my medical bills."
https://www.healthcare.gov/help/agreement-statements/,giving the Medicaid agency rights to pursue and get medical support from a spouse or parent - not explained -at 55 my parents are on ss and should not be responsible for me in any way but i can't get coverage unless I agree what 's that about
https://www.healthcare.gov/help/automatic-enrollment/,Way too complicated
https://www.healthcare.gov/help/automatic-enrollment/,"Link broken
You can also select “Start a new application or update an existing one” to find out if you were automatically enrolled in new coverage for 2017
Select your name from the right hand corner, then select “My Applications & Coverage.” You’ll see a message that says you’ve been automatically enrolled, and you’ll have a 2017 application in your Marketplace account.”
If you don’t have a 2017 application in your account, then you weren't automatically enrolled. Read more about how to enroll "
https://www.healthcare.gov/help/automatic-enrollment/,It would be great to know how to cancel coverage.
https://www.healthcare.gov/help/automatic-enrollment/,There is nothing on this page as to how to DECLINE coverage for 2017.  How does one turn off the automatic renewal process??????  That should not involve a Life Change in 2016 because 2016 should remain in place.  It's 2017 that might or might not be appropriate.  Your page presupposes that one MUST renew even if circumstances are no longer appropriate.
https://www.healthcare.gov/help/automatic-enrollment/,"For people turning 65 in 2016, automatically enrolling should not be done.   The software should know who is or will be  65 by the end of the 2016 and under medicare for 2017.   You may confuse some seniors by automatically starting an application.   So my question is the following: How do I cancel this enrollment?"
https://www.healthcare.gov/help/automatic-enrollment/,How about a link showing my plan !
https://www.healthcare.gov/help/automatic-enrollment/,It is impossible to find out how to cancel a marketplace enrollment. I canceled my 2016 coverage and do not need 2017 coverage but there is no menu choice to cancel the application for 2017.
https://www.healthcare.gov/help/automatic-enrollment/,There is no link for terminating my marketplace due to new employment.
https://www.healthcare.gov/help/automatic-enrollment/,"Information for terminating enrollment is erroneous as the ""terminate/end"" link doesn't show up on a 2017 application that was automatically started for me.  I do NOT want coverage any longer as new job plan starts Jan 1, but I have two degrees and have spend 45 minutes on here to accomplish this simple thing, but to no avail."
https://www.healthcare.gov/help/automatic-enrollment/,You need to provide a place somewhere in your application area to delete or cancel an application. I'm receiving application completion or requests for additional information and I don't even need the AFA- I'm now on Medicare! Please consider providing ALL options.
https://www.healthcare.gov/help/automatic-enrollment/,Imbed clickable links to the various areas noted for changing and/or updating information/application.
https://www.healthcare.gov/help/automatic-enrollment/,I am trying to find what my policy will cost in 2017.
https://www.healthcare.gov/help/automatic-enrollment/,writting details
https://www.healthcare.gov/help/automatic-enrollment/,This page is very confusing. If I am automatically enrolled and want to keep that it should just be one button to push. If you require me to go through all the steps anyway don't confuse me with telling me I am automatically enrolled. Too much confusing double talk here.
https://www.healthcare.gov/help/automatic-enrollment/,Not sure what is being asked from me. My income hasn't changed nor do I desire to separate from my doctor  & Medical group. Do I need to do anything else?
https://www.healthcare.gov/help/automatic-enrollment/,"If a person now qualifies for employer insurance, what do you do?  Delete the following year application... or leave it 'pending' just in case it's needed later, due to a change with employer insurance?"
https://www.healthcare.gov/help/automatic-enrollment/,Put a link to the 2017 plan so that I can check it without having to search.
https://www.healthcare.gov/help/automatic-enrollment/,"This site is very confusing just for me to evaluate other plans for 2017. With all of the marketing I have received about evaluating other options, I would expect the button to do so would be very visible and convenient. I have a graduate degree and so only imagine how difficult this is for others without higher education."
https://www.healthcare.gov/help/automatic-enrollment/,"I clicked on ""learn how to enroll in coverage"" and was taken to a page that didn't work.  This is a very specific example of how poorly this website is functioning."
